,eval_loss,eval_f1,eval_roc_auc,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,data_size
0,0.16124022006988525,0.0,0.5,0.0,143.9288,37.699,9.428,25.0,625,100
1,0.13634297251701355,0.30575965868689264,0.5984588737942769,0.20512347954294138,129.503,41.899,10.479,22.0,1650,300
2,0.11568836867809296,0.48465669351745305,0.6928156719652452,0.37394028750460745,110.342,49.174,12.298,17.0,4250,1000
3,0.1062355786561966,0.48587341772151904,0.6842443234532157,0.3691485440471802,106.4991,50.949,12.742,6.0,4500,3000
4,0.09302205592393875,0.5325352384630236,0.7119531433812397,0.41503870254331,107.9291,50.274,12.573,3.0,7500,10000
